scenario,cluster_count,cluster_size,sample_size,epsilon,replicate,method,effect,truth,estimate,error,fit_success,iterations,gradient_norm,coefficient_norm
complex,200,8,1600,1,111,doi_private_generic,spillover_control,0.110137319,0.1018031703,-0.008334148787,True,74,0.001154415538,3.953151394
complex,200,8,1600,1,111,doi_private_generic,spillover_treated,0.1731328632,0.2226290066,0.04949614343,True,74,0.001154415538,3.953151394
complex,200,8,1600,1,111,doi_private_no_interference,direct_low,0.09860674353,0.2111317325,0.112524989,True,10,9.917982786e-06,1.757121835
complex,200,8,1600,1,111,doi_private_no_interference,direct_high,0.1616022877,0.2111317325,0.04952944484,True,10,9.917982786e-06,1.757121835
complex,200,8,1600,1,111,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,9.917982786e-06,1.757121835
complex,200,8,1600,1,111,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,9.917982786e-06,1.757121835
complex,200,8,1600,2,111,design_ht,direct_low,0.09860674353,0.03649426439,-0.06211247914,True,0,0,0
complex,200,8,1600,2,111,design_ht,direct_high,0.1616022877,0.2742105868,0.1126082991,True,0,0,0
complex,200,8,1600,2,111,design_ht,spillover_control,0.110137319,-0.03557102981,-0.1457083488,True,0,0,0
complex,200,8,1600,2,111,design_ht,spillover_treated,0.1731328632,0.2021452926,0.02901242941,True,0,0,0
complex,200,8,1600,2,111,doi_nonprivate_generic,direct_low,0.09860674353,0.09799106906,-0.0006156744754,True,68,0.0100297606,4.625589445
complex,200,8,1600,2,111,doi_nonprivate_generic,direct_high,0.1616022877,0.1570210612,-0.004581226489,True,68,0.0100297606,4.625589445
complex,200,8,1600,2,111,doi_nonprivate_generic,spillover_control,0.110137319,0.1152884765,0.005151157468,True,68,0.0100297606,4.625589445
complex,200,8,1600,2,111,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1743184686,0.001185605454,True,68,0.0100297606,4.625589445
complex,200,8,1600,2,111,doi_private_generic,direct_low,0.09860674353,0.02841128589,-0.07019545764,True,73,0.003138944269,4.027886388
complex,200,8,1600,2,111,doi_private_generic,direct_high,0.1616022877,0.2263458337,0.06474354598,True,73,0.003138944269,4.027886388
complex,200,8,1600,2,111,doi_private_generic,spillover_control,0.110137319,0.03435576657,-0.07578155247,True,73,0.003138944269,4.027886388
complex,200,8,1600,2,111,doi_private_generic,spillover_treated,0.1731328632,0.2322903143,0.05915745115,True,73,0.003138944269,4.027886388
complex,200,8,1600,2,111,doi_private_no_interference,direct_low,0.09860674353,0.2101672426,0.111560499,True,10,0.0001015760396,2.231505508
complex,200,8,1600,2,111,doi_private_no_interference,direct_high,0.1616022877,0.2101672426,0.04856495489,True,10,0.0001015760396,2.231505508
complex,200,8,1600,2,111,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,0.0001015760396,2.231505508
complex,200,8,1600,2,111,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,0.0001015760396,2.231505508
complex,200,8,1600,0.5,112,design_ht,direct_low,0.09860674353,0.09920904214,0.000602298611,True,0,0,0
complex,200,8,1600,0.5,112,design_ht,direct_high,0.1616022877,0.4733921967,0.311789909,True,0,0,0
complex,200,8,1600,0.5,112,design_ht,spillover_control,0.110137319,-0.1955524223,-0.3056897413,True,0,0,0
complex,200,8,1600,0.5,112,design_ht,spillover_treated,0.1731328632,0.1786307322,0.00549786904,True,0,0,0
complex,200,8,1600,0.5,112,doi_nonprivate_generic,direct_low,0.09860674353,0.09901993624,0.0004131927119,True,60,0.01301597237,4.705637121
complex,200,8,1600,0.5,112,doi_nonprivate_generic,direct_high,0.1616022877,0.1617711801,0.0001688924359,True,60,0.01301597237,4.705637121
complex,200,8,1600,0.5,112,doi_nonprivate_generic,spillover_control,0.110137319,0.1134461134,0.003308794388,True,60,0.01301597237,4.705637121
complex,200,8,1600,0.5,112,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1761973573,0.003064494112,True,60,0.01301597237,4.705637121
complex,200,8,1600,0.5,112,doi_private_generic,direct_low,0.09860674353,0.2173067708,0.1187000273,True,36,0.002142547308,3.513189253
complex,200,8,1600,0.5,112,doi_private_generic,direct_high,0.1616022877,0.4110021137,0.249399826,True,36,0.002142547308,3.513189253
complex,200,8,1600,0.5,112,doi_private_generic,spillover_control,0.110137319,-0.1028135323,-0.2129508514,True,36,0.002142547308,3.513189253
complex,200,8,1600,0.5,112,doi_private_generic,spillover_treated,0.1731328632,0.09088181058,-0.0822510526,True,36,0.002142547308,3.513189253
complex,200,8,1600,0.5,112,doi_private_no_interference,direct_low,0.09860674353,0.3172806618,0.2186739183,True,10,1.949003231e-05,2.882923698
complex,200,8,1600,0.5,112,doi_private_no_interference,direct_high,0.1616022877,0.3172806618,0.1556783741,True,10,1.949003231e-05,2.882923698
complex,200,8,1600,0.5,112,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,1.949003231e-05,2.882923698
complex,200,8,1600,0.5,112,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,1.949003231e-05,2.882923698
complex,200,8,1600,1,112,design_ht,direct_low,0.09860674353,0.27515624,0.1765494964,True,0,0,0
complex,200,8,1600,1,112,design_ht,direct_high,0.1616022877,0.2519494804,0.09034719276,True,0,0,0
complex,200,8,1600,1,112,design_ht,spillover_control,0.110137319,0.09421148093,-0.01592583811,True,0,0,0
complex,200,8,1600,1,112,design_ht,spillover_treated,0.1731328632,0.07100472139,-0.1021281418,True,0,0,0
complex,200,8,1600,1,112,doi_nonprivate_generic,direct_low,0.09860674353,0.09901993624,0.0004131927119,True,60,0.01301597237,4.705637121
complex,200,8,1600,1,112,doi_nonprivate_generic,direct_high,0.1616022877,0.1617711801,0.0001688924359,True,60,0.01301597237,4.705637121
complex,200,8,1600,1,112,doi_nonprivate_generic,spillover_control,0.110137319,0.1134461134,0.003308794388,True,60,0.01301597237,4.705637121
complex,200,8,1600,1,112,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1761973573,0.003064494112,True,60,0.01301597237,4.705637121
complex,200,8,1600,1,112,doi_private_generic,direct_low,0.09860674353,0.2744976052,0.1758908617,True,68,0.001037083724,4.564115785
complex,200,8,1600,1,112,doi_private_generic,direct_high,0.1616022877,0.28854813,0.1269458423,True,68,0.001037083724,4.564115785
complex,200,8,1600,1,112,doi_private_generic,spillover_control,0.110137319,0.09415693146,-0.01598038758,True,68,0.001037083724,4.564115785
complex,200,8,1600,1,112,doi_private_generic,spillover_treated,0.1731328632,0.1082074563,-0.0649254069,True,68,0.001037083724,4.564115785
complex,200,8,1600,1,112,doi_private_no_interference,direct_low,0.09860674353,0.3368137877,0.2382070441,True,10,8.448651943e-05,1.883110129
complex,200,8,1600,1,112,doi_private_no_interference,direct_high,0.1616022877,0.3368137877,0.1752115,True,10,8.448651943e-05,1.883110129
complex,200,8,1600,1,112,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,8.448651943e-05,1.883110129
complex,200,8,1600,1,112,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,8.448651943e-05,1.883110129
complex,200,8,1600,2,112,design_ht,direct_low,0.09860674353,0.01309764687,-0.08550909666,True,0,0,0
complex,200,8,1600,2,112,design_ht,direct_high,0.1616022877,0.1529198515,-0.008682436147,True,0,0,0
complex,200,8,1600,2,112,design_ht,spillover_control,0.110137319,0.07559764687,-0.03453967217,True,0,0,0
complex,200,8,1600,2,112,design_ht,spillover_treated,0.1731328632,0.2154198515,0.04228698834,True,0,0,0
complex,200,8,1600,2,112,doi_nonprivate_generic,direct_low,0.09860674353,0.09901993624,0.0004131927119,True,60,0.01301597237,4.705637121
complex,200,8,1600,2,112,doi_nonprivate_generic,direct_high,0.1616022877,0.1617711801,0.0001688924359,True,60,0.01301597237,4.705637121
complex,200,8,1600,2,112,doi_nonprivate_generic,spillover_control,0.110137319,0.1134461134,0.003308794388,True,60,0.01301597237,4.705637121
complex,200,8,1600,2,112,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1761973573,0.003064494112,True,60,0.01301597237,4.705637121
complex,200,8,1600,2,112,doi_private_generic,direct_low,0.09860674353,0.0166211846,-0.08198555894,True,71,0.003623324847,4.746466535
complex,200,8,1600,2,112,doi_private_generic,direct_high,0.1616022877,0.1728091403,0.01120685259,True,71,0.003623324847,4.746466535
complex,200,8,1600,2,112,doi_private_generic,spillover_control,0.110137319,0.09439770025,-0.01573961879,True,71,0.003623324847,4.746466535
complex,200,8,1600,2,112,doi_private_generic,spillover_treated,0.1731328632,0.2505856559,0.07745279275,True,71,0.003623324847,4.746466535
complex,200,8,1600,2,112,doi_private_no_interference,direct_low,0.09860674353,0.1916848088,0.09307806529,True,10,6.175084619e-06,1.477301539
complex,200,8,1600,2,112,doi_private_no_interference,direct_high,0.1616022877,0.1916848088,0.03008252115,True,10,6.175084619e-06,1.477301539
complex,200,8,1600,2,112,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,6.175084619e-06,1.477301539
complex,200,8,1600,2,112,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,6.175084619e-06,1.477301539
complex,200,8,1600,0.5,113,design_ht,direct_low,0.09860674353,0.1208863027,0.02227955915,True,0,0,0
complex,200,8,1600,0.5,113,design_ht,direct_high,0.1616022877,0.00110542252,-0.1604968652,True,0,0,0
complex,200,8,1600,0.5,113,design_ht,spillover_control,0.110137319,-0.00670707748,-0.1168443965,True,0,0,0
complex,200,8,1600,0.5,113,design_ht,spillover_treated,0.1731328632,-0.1264879576,-0.2996208208,True,0,0,0
complex,200,8,1600,0.5,113,doi_nonprivate_generic,direct_low,0.09860674353,0.09823004095,-0.0003767025825,True,59,0.00331650185,4.617508943
complex,200,8,1600,0.5,113,doi_nonprivate_generic,direct_high,0.1616022877,0.1594225613,-0.00217972638,True,59,0.00331650185,4.617508943
complex,200,8,1600,0.5,113,doi_nonprivate_generic,spillover_control,0.110137319,0.1144533764,0.004316057381,True,59,0.00331650185,4.617508943
complex,200,8,1600,0.5,113,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1756458968,0.002513033584,True,59,0.00331650185,4.617508943
complex,200,8,1600,0.5,113,doi_private_generic,direct_low,0.09860674353,0.1384922136,0.03988547009,True,44,0.001381043511,4.18784968
complex,200,8,1600,0.5,113,doi_private_generic,direct_high,0.1616022877,-0.02540745997,-0.1870097476,True,44,0.001381043511,4.18784968
complex,200,8,1600,0.5,113,doi_private_generic,spillover_control,0.110137319,0.0853933932,-0.02474392584,True,44,0.001381043511,4.18784968
complex,200,8,1600,0.5,113,doi_private_generic,spillover_treated,0.1731328632,-0.0785062804,-0.2516391436,True,44,0.001381043511,4.18784968
complex,200,8,1600,0.5,113,doi_private_no_interference,direct_low,0.09860674353,0.05466718845,-0.04393955508,True,7,7.497771792e-05,1.787138043
complex,200,8,1600,0.5,113,doi_private_no_interference,direct_high,0.1616022877,0.05466718845,-0.1069350992,True,7,7.497771792e-05,1.787138043
complex,200,8,1600,0.5,113,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,7,7.497771792e-05,1.787138043
complex,200,8,1600,0.5,113,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,7,7.497771792e-05,1.787138043
complex,200,8,1600,1,113,design_ht,direct_low,0.09860674353,0.2427661609,0.1441594174,True,0,0,0
complex,200,8,1600,1,113,design_ht,direct_high,0.1616022877,0.2911527874,0.1295504997,True,0,0,0
complex,200,8,1600,1,113,design_ht,spillover_control,0.110137319,-0.05477743349,-0.1649147525,True,0,0,0
complex,200,8,1600,1,113,design_ht,spillover_treated,0.1731328632,-0.006390806978,-0.1795236702,True,0,0,0
complex,200,8,1600,1,113,doi_nonprivate_generic,direct_low,0.09860674353,0.09823004095,-0.0003767025825,True,59,0.00331650185,4.617508943
complex,200,8,1600,1,113,doi_nonprivate_generic,direct_high,0.1616022877,0.1594225613,-0.00217972638,True,59,0.00331650185,4.617508943
complex,200,8,1600,1,113,doi_nonprivate_generic,spillover_control,0.110137319,0.1144533764,0.004316057381,True,59,0.00331650185,4.617508943
complex,200,8,1600,1,113,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1756458968,0.002513033584,True,59,0.00331650185,4.617508943
complex,200,8,1600,1,113,doi_private_generic,direct_low,0.09860674353,0.2598079017,0.1612011582,True,97,0.0009352551499,4.177736636
complex,200,8,1600,1,113,doi_private_generic,direct_high,0.1616022877,0.2340013933,0.0723991056,True,97,0.0009352551499,4.177736636
complex,200,8,1600,1,113,doi_private_generic,spillover_control,0.110137319,0.05648153142,-0.05365578762,True,97,0.0009352551499,4.177736636
complex,200,8,1600,1,113,doi_private_generic,spillover_treated,0.1731328632,0.03067502295,-0.1424578402,True,97,0.0009352551499,4.177736636
complex,200,8,1600,1,113,doi_private_no_interference,direct_low,0.09860674353,0.2729903306,0.1743835871,True,12,6.048429561e-06,1.961799039
complex,200,8,1600,1,113,doi_private_no_interference,direct_high,0.1616022877,0.2729903306,0.1113880429,True,12,6.048429561e-06,1.961799039
complex,200,8,1600,1,113,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,12,6.048429561e-06,1.961799039
complex,200,8,1600,1,113,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,12,6.048429561e-06,1.961799039
complex,200,8,1600,2,113,design_ht,direct_low,0.09860674353,0.08505367576,-0.01355306777,True,0,0,0
complex,200,8,1600,2,113,design_ht,direct_high,0.1616022877,0.08055646996,-0.08104581771,True,0,0,0
complex,200,8,1600,2,113,design_ht,spillover_control,0.110137319,0.1260860284,0.0159487094,True,0,0,0
complex,200,8,1600,2,113,design_ht,spillover_treated,0.1731328632,0.1215888226,-0.05154404055,True,0,0,0
complex,200,8,1600,2,113,doi_nonprivate_generic,direct_low,0.09860674353,0.09823004095,-0.0003767025825,True,59,0.00331650185,4.617508943
complex,200,8,1600,2,113,doi_nonprivate_generic,direct_high,0.1616022877,0.1594225613,-0.00217972638,True,59,0.00331650185,4.617508943
complex,200,8,1600,2,113,doi_nonprivate_generic,spillover_control,0.110137319,0.1144533764,0.004316057381,True,59,0.00331650185,4.617508943
complex,200,8,1600,2,113,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1756458968,0.002513033584,True,59,0.00331650185,4.617508943
complex,200,8,1600,2,113,doi_private_generic,direct_low,0.09860674353,0.08212896139,-0.01647778214,True,79,0.000876365324,2.574124398
complex,200,8,1600,2,113,doi_private_generic,direct_high,0.1616022877,0.1070301562,-0.05457213147,True,79,0.000876365324,2.574124398
complex,200,8,1600,2,113,doi_private_generic,spillover_control,0.110137319,0.1420967098,0.03195939078,True,79,0.000876365324,2.574124398
complex,200,8,1600,2,113,doi_private_generic,spillover_treated,0.1731328632,0.1669979046,-0.006134958553,True,79,0.000876365324,2.574124398
complex,200,8,1600,2,113,doi_private_no_interference,direct_low,0.09860674353,0.1851921742,0.08658543071,True,8,3.781462431e-05,1.376149479
complex,200,8,1600,2,113,doi_private_no_interference,direct_high,0.1616022877,0.1851921742,0.02358988657,True,8,3.781462431e-05,1.376149479
complex,200,8,1600,2,113,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,8,3.781462431e-05,1.376149479
complex,200,8,1600,2,113,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,8,3.781462431e-05,1.376149479
complex,200,8,1600,0.5,114,design_ht,direct_low,0.09860674353,-0.1520747041,-0.2506814477,True,0,0,0
complex,200,8,1600,0.5,114,design_ht,direct_high,0.1616022877,0.3603799925,0.1987777049,True,0,0,0
complex,200,8,1600,0.5,114,design_ht,spillover_control,0.110137319,-0.008843380159,-0.1189806992,True,0,0,0
complex,200,8,1600,0.5,114,design_ht,spillover_treated,0.1731328632,0.5036113165,0.3304784533,True,0,0,0
complex,200,8,1600,0.5,114,doi_nonprivate_generic,direct_low,0.09860674353,0.09870758133,0.0001008377956,True,64,0.001670846842,4.717751727
complex,200,8,1600,0.5,114,doi_nonprivate_generic,direct_high,0.1616022877,0.1587197388,-0.002882548916,True,64,0.001670846842,4.717751727
complex,200,8,1600,0.5,114,doi_nonprivate_generic,spillover_control,0.110137319,0.114931566,0.004794246949,True,64,0.001670846842,4.717751727
complex,200,8,1600,0.5,114,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1749437234,0.001810860237,True,64,0.001670846842,4.717751727
complex,200,8,1600,0.5,114,doi_private_generic,direct_low,0.09860674353,-0.1714641189,-0.2700708625,True,58,0.0003820545314,7.901043772
complex,200,8,1600,0.5,114,doi_private_generic,direct_high,0.1616022877,0.3495541976,0.1879519099,True,58,0.0003820545314,7.901043772
complex,200,8,1600,0.5,114,doi_private_generic,spillover_control,0.110137319,-0.02960698058,-0.1397442996,True,58,0.0003820545314,7.901043772
complex,200,8,1600,0.5,114,doi_private_generic,spillover_treated,0.1731328632,0.4914113359,0.3182784728,True,58,0.0003820545314,7.901043772
complex,200,8,1600,0.5,114,doi_private_no_interference,direct_low,0.09860674353,0.2485225432,0.1499157997,True,8,1.550515659e-05,1.153986492
complex,200,8,1600,0.5,114,doi_private_no_interference,direct_high,0.1616022877,0.2485225432,0.08692025553,True,8,1.550515659e-05,1.153986492
complex,200,8,1600,0.5,114,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,8,1.550515659e-05,1.153986492
complex,200,8,1600,0.5,114,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,8,1.550515659e-05,1.153986492
complex,200,8,1600,1,114,design_ht,direct_low,0.09860674353,0.0007176581345,-0.0978890854,True,0,0,0
complex,200,8,1600,1,114,design_ht,direct_high,0.1616022877,0.0415225251,-0.1200797626,True,0,0,0
complex,200,8,1600,1,114,design_ht,spillover_control,0.110137319,0.1559429493,0.04580563026,True,0,0,0
complex,200,8,1600,1,114,design_ht,spillover_treated,0.1731328632,0.1967478163,0.02361495309,True,0,0,0
complex,200,8,1600,1,114,doi_nonprivate_generic,direct_low,0.09860674353,0.09870758133,0.0001008377956,True,64,0.001670846842,4.717751727
complex,200,8,1600,1,114,doi_nonprivate_generic,direct_high,0.1616022877,0.1587197388,-0.002882548916,True,64,0.001670846842,4.717751727
complex,200,8,1600,1,114,doi_nonprivate_generic,spillover_control,0.110137319,0.114931566,0.004794246949,True,64,0.001670846842,4.717751727
complex,200,8,1600,1,114,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1749437234,0.001810860237,True,64,0.001670846842,4.717751727
complex,200,8,1600,1,114,doi_private_generic,direct_low,0.09860674353,-0.0782257089,-0.1768324524,True,74,0.001028440236,5.929536146
complex,200,8,1600,1,114,doi_private_generic,direct_high,0.1616022877,0.1767239397,0.015121652,True,74,0.001028440236,5.929536146
complex,200,8,1600,1,114,doi_private_generic,spillover_control,0.110137319,-0.002366529139,-0.1125038482,True,74,0.001028440236,5.929536146
complex,200,8,1600,1,114,doi_private_generic,spillover_treated,0.1731328632,0.2525831194,0.07945025625,True,74,0.001028440236,5.929536146
complex,200,8,1600,1,114,doi_private_no_interference,direct_low,0.09860674353,0.1365698359,0.03796309242,True,10,6.109323591e-06,1.731536499
complex,200,8,1600,1,114,doi_private_no_interference,direct_high,0.1616022877,0.1365698359,-0.02503245172,True,10,6.109323591e-06,1.731536499
complex,200,8,1600,1,114,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,6.109323591e-06,1.731536499
complex,200,8,1600,1,114,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,6.109323591e-06,1.731536499
complex,200,8,1600,2,114,design_ht,direct_low,0.09860674353,0.07104544038,-0.02756130315,True,0,0,0
complex,200,8,1600,2,114,design_ht,direct_high,0.1616022877,-0.04061161786,-0.2022139055,True,0,0,0
complex,200,8,1600,2,114,design_ht,spillover_control,0.110137319,0.3054472047,0.1953098856,True,0,0,0
complex,200,8,1600,2,114,design_ht,spillover_treated,0.1731328632,0.1937901464,0.02065728323,True,0,0,0
complex,200,8,1600,2,114,doi_nonprivate_generic,direct_low,0.09860674353,0.09870758133,0.0001008377956,True,64,0.001670846842,4.717751727
complex,200,8,1600,2,114,doi_nonprivate_generic,direct_high,0.1616022877,0.1587197388,-0.002882548916,True,64,0.001670846842,4.717751727
complex,200,8,1600,2,114,doi_nonprivate_generic,spillover_control,0.110137319,0.114931566,0.004794246949,True,64,0.001670846842,4.717751727
complex,200,8,1600,2,114,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1749437234,0.001810860237,True,64,0.001670846842,4.717751727
complex,200,8,1600,2,114,doi_private_generic,direct_low,0.09860674353,0.1241321592,0.02552541567,True,65,0.001484844301,8.244611955
complex,200,8,1600,2,114,doi_private_generic,direct_high,0.1616022877,0.03195037778,-0.1296519099,True,65,0.001484844301,8.244611955
complex,200,8,1600,2,114,doi_private_generic,spillover_control,0.110137319,0.1945424484,0.08440512939,True,65,0.001484844301,8.244611955
complex,200,8,1600,2,114,doi_private_generic,spillover_treated,0.1731328632,0.102360667,-0.07077219616,True,65,0.001484844301,8.244611955
complex,200,8,1600,2,114,doi_private_no_interference,direct_low,0.09860674353,0.1664192389,0.06781249537,True,10,2.675297917e-06,1.256416111
complex,200,8,1600,2,114,doi_private_no_interference,direct_high,0.1616022877,0.1664192389,0.004816951225,True,10,2.675297917e-06,1.256416111
complex,200,8,1600,2,114,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,2.675297917e-06,1.256416111
complex,200,8,1600,2,114,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,2.675297917e-06,1.256416111
complex,200,8,1600,0.5,115,design_ht,direct_low,0.09860674353,-0.1074850915,-0.2060918351,True,0,0,0
complex,200,8,1600,0.5,115,design_ht,direct_high,0.1616022877,0.2953546828,0.1337523952,True,0,0,0
complex,200,8,1600,0.5,115,design_ht,spillover_control,0.110137319,0.1633396126,0.05320229356,True,0,0,0
complex,200,8,1600,0.5,115,design_ht,spillover_treated,0.1731328632,0.566179387,0.3930465238,True,0,0,0
complex,200,8,1600,0.5,115,doi_nonprivate_generic,direct_low,0.09860674353,0.09812599405,-0.0004807494767,True,97,0.001930738731,4.615121592
complex,200,8,1600,0.5,115,doi_nonprivate_generic,direct_high,0.1616022877,0.1581210622,-0.003481225464,True,97,0.001930738731,4.615121592
complex,200,8,1600,0.5,115,doi_nonprivate_generic,spillover_control,0.110137319,0.1158342356,0.005696916511,True,97,0.001930738731,4.615121592
complex,200,8,1600,0.5,115,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1758293037,0.002696440523,True,97,0.001930738731,4.615121592
complex,200,8,1600,0.5,115,doi_private_generic,direct_low,0.09860674353,0.04913168667,-0.04947505686,True,54,0.001290182923,4.489713153
complex,200,8,1600,0.5,115,doi_private_generic,direct_high,0.1616022877,0.3566522965,0.1950500088,True,54,0.001290182923,4.489713153
complex,200,8,1600,0.5,115,doi_private_generic,spillover_control,0.110137319,-0.07867808167,-0.1888154007,True,54,0.001290182923,4.489713153
complex,200,8,1600,0.5,115,doi_private_generic,spillover_treated,0.1731328632,0.2288425282,0.05570966499,True,54,0.001290182923,4.489713153
complex,200,8,1600,0.5,115,doi_private_no_interference,direct_low,0.09860674353,0.2549368458,0.1563301022,True,9,7.315410616e-05,1.918967194
complex,200,8,1600,0.5,115,doi_private_no_interference,direct_high,0.1616022877,0.2549368458,0.09333455809,True,9,7.315410616e-05,1.918967194
complex,200,8,1600,0.5,115,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,9,7.315410616e-05,1.918967194
complex,200,8,1600,0.5,115,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,9,7.315410616e-05,1.918967194
complex,200,8,1600,1,115,design_ht,direct_low,0.09860674353,0.09235555347,-0.006251190061,True,0,0,0
complex,200,8,1600,1,115,design_ht,direct_high,0.1616022877,0.09353288278,-0.06806940489,True,0,0,0
complex,200,8,1600,1,115,design_ht,spillover_control,0.110137319,0.3557785153,0.2456411963,True,0,0,0
complex,200,8,1600,1,115,design_ht,spillover_treated,0.1731328632,0.3569558446,0.1838229815,True,0,0,0
complex,200,8,1600,1,115,doi_nonprivate_generic,direct_low,0.09860674353,0.09812599405,-0.0004807494767,True,97,0.001930738731,4.615121592
complex,200,8,1600,1,115,doi_nonprivate_generic,direct_high,0.1616022877,0.1581210622,-0.003481225464,True,97,0.001930738731,4.615121592
complex,200,8,1600,1,115,doi_nonprivate_generic,spillover_control,0.110137319,0.1158342356,0.005696916511,True,97,0.001930738731,4.615121592
complex,200,8,1600,1,115,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1758293037,0.002696440523,True,97,0.001930738731,4.615121592
complex,200,8,1600,1,115,doi_private_generic,direct_low,0.09860674353,0.1602595158,0.06165277227,True,63,0.007181196417,3.264268893
complex,200,8,1600,1,115,doi_private_generic,direct_high,0.1616022877,0.09991653331,-0.06168575437,True,63,0.007181196417,3.264268893
complex,200,8,1600,1,115,doi_private_generic,spillover_control,0.110137319,0.2279829279,0.1178456088,True,63,0.007181196417,3.264268893
complex,200,8,1600,1,115,doi_private_generic,spillover_treated,0.1731328632,0.1676399454,-0.005492917792,True,63,0.007181196417,3.264268893
complex,200,8,1600,1,115,doi_private_no_interference,direct_low,0.09860674353,0.2575961093,0.1589893657,True,11,8.149704534e-06,2.308972654
complex,200,8,1600,1,115,doi_private_no_interference,direct_high,0.1616022877,0.2575961093,0.0959938216,True,11,8.149704534e-06,2.308972654
complex,200,8,1600,1,115,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,11,8.149704534e-06,2.308972654
complex,200,8,1600,1,115,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,11,8.149704534e-06,2.308972654
complex,200,8,1600,2,115,design_ht,direct_low,0.09860674353,-0.006168971107,-0.1047757146,True,0,0,0
complex,200,8,1600,2,115,design_ht,direct_high,0.1616022877,0.2940064688,0.1324041811,True,0,0,0
complex,200,8,1600,2,115,design_ht,spillover_control,0.110137319,0.1543745584,0.04423723932,True,0,0,0
complex,200,8,1600,2,115,design_ht,spillover_treated,0.1731328632,0.4545499983,0.2814171351,True,0,0,0
complex,200,8,1600,2,115,doi_nonprivate_generic,direct_low,0.09860674353,0.09812599405,-0.0004807494767,True,97,0.001930738731,4.615121592
complex,200,8,1600,2,115,doi_nonprivate_generic,direct_high,0.1616022877,0.1581210622,-0.003481225464,True,97,0.001930738731,4.615121592
complex,200,8,1600,2,115,doi_nonprivate_generic,spillover_control,0.110137319,0.1158342356,0.005696916511,True,97,0.001930738731,4.615121592
complex,200,8,1600,2,115,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1758293037,0.002696440523,True,97,0.001930738731,4.615121592
complex,200,8,1600,2,115,doi_private_generic,direct_low,0.09860674353,0.07262848647,-0.02597825706,True,94,0.002907218123,4.30455473
complex,200,8,1600,2,115,doi_private_generic,direct_high,0.1616022877,0.2293518855,0.0677495978,True,94,0.002907218123,4.30455473
complex,200,8,1600,2,115,doi_private_generic,spillover_control,0.110137319,0.110755671,0.0006183520015,True,94,0.002907218123,4.30455473
complex,200,8,1600,2,115,doi_private_generic,spillover_treated,0.1731328632,0.26747907,0.09434620686,True,94,0.002907218123,4.30455473
complex,200,8,1600,2,115,doi_private_no_interference,direct_low,0.09860674353,0.28099298,0.1823862364,True,9,0.0002932020271,1.918150153
complex,200,8,1600,2,115,doi_private_no_interference,direct_high,0.1616022877,0.28099298,0.1193906923,True,9,0.0002932020271,1.918150153
complex,200,8,1600,2,115,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,9,0.0002932020271,1.918150153
complex,200,8,1600,2,115,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,9,0.0002932020271,1.918150153
